,phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target,domain,date_acquired,status
6265,8021359,https://courteois-agrico.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021359,2023-01-31T03:51:32+00:00,yes,2023-01-31T04:04:28+00:00,yes,Other,courteois-agrico.web.app,,
6266,8021358,https://courteois-agrico.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021358,2023-01-31T03:51:25+00:00,yes,2023-01-31T04:04:28+00:00,yes,Other,courteois-agrico.firebaseapp.com,,
6267,8021357,https://domtom01-f3c4e.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021357,2023-01-31T03:51:18+00:00,yes,2023-01-31T04:04:28+00:00,yes,Other,domtom01-f3c4e.web.app,,
6268,8021356,https://domtom01-f3c4e.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021356,2023-01-31T03:51:13+00:00,yes,2023-01-31T04:04:28+00:00,yes,Other,domtom01-f3c4e.firebaseapp.com,,
6269,8021355,https://ernuilibolikro.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021355,2023-01-31T03:51:04+00:00,yes,2023-01-31T04:04:28+00:00,yes,Other,ernuilibolikro.web.app,,
6270,8021354,https://ernuilibolikro.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021354,2023-01-31T03:50:57+00:00,yes,2023-01-31T04:04:28+00:00,yes,Other,ernuilibolikro.firebaseapp.com,,
6277,8021347,https://id-9288.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021347,2023-01-31T03:49:59+00:00,yes,2023-01-31T03:51:56+00:00,yes,Other,id-9288.web.app,,
6278,8021346,https://id-9288.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021346,2023-01-31T03:49:52+00:00,yes,2023-01-31T03:51:56+00:00,yes,Other,id-9288.firebaseapp.com,,
6281,8021343,https://ionosnight0000001.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021343,2023-01-31T03:49:31+00:00,yes,2023-01-31T03:51:56+00:00,yes,Other,ionosnight0000001.web.app,,
6282,8021342,https://ionosnight0000001.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021342,2023-01-31T03:49:25+00:00,yes,2023-01-31T03:51:56+00:00,yes,Other,ionosnight0000001.firebaseapp.com,,
6305,8021318,https://justquakitbold.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021318,2023-01-31T03:46:50+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,justquakitbold.web.app,,
6306,8021317,https://justquakitbold.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021317,2023-01-31T03:46:43+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,justquakitbold.firebaseapp.com,,
6307,8021316,https://ke62456-d4964.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021316,2023-01-31T03:46:36+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,ke62456-d4964.web.app,,
6308,8021315,https://ke62456-d4964.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021315,2023-01-31T03:46:30+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,ke62456-d4964.firebaseapp.com,,
6311,8021312,https://kse65-7a22a.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021312,2023-01-31T03:45:56+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,kse65-7a22a.web.app,,
6312,8021311,https://kse65-7a22a.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021311,2023-01-31T03:45:48+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,kse65-7a22a.firebaseapp.com,,
6313,8021310,https://m-e9807.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021310,2023-01-31T03:45:41+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,m-e9807.web.app,,
6314,8021309,https://m-e9807.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021309,2023-01-31T03:45:34+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,m-e9807.firebaseapp.com,,
6315,8021308,https://meine-sicherheitshinweis.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021308,2023-01-31T03:45:27+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,meine-sicherheitshinweis.web.app,,
6316,8021307,https://meine-sicherheitshinweis.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021307,2023-01-31T03:45:20+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,meine-sicherheitshinweis.firebaseapp.com,,
6323,8021300,https://monidentificationforte.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021300,2023-01-31T03:44:34+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,monidentificationforte.web.app,,
6324,8021299,https://monidentificationforte.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021299,2023-01-31T03:44:27+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,monidentificationforte.firebaseapp.com,,
6325,8021298,https://mtt8-asdf31.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021298,2023-01-31T03:44:21+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,mtt8-asdf31.web.app,,
6326,8021297,https://mtt8-asdf31.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021297,2023-01-31T03:44:14+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,mtt8-asdf31.firebaseapp.com,,
6327,8021296,https://outlook-web-fb782.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021296,2023-01-31T03:43:42+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,outlook-web-fb782.web.app,,
6328,8021295,https://outlook-web-fb782.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021295,2023-01-31T03:43:34+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,outlook-web-fb782.firebaseapp.com,,
6335,8021289,https://www.grsmvt.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8021289,2023-01-31T03:42:40+00:00,yes,2023-01-31T03:51:57+00:00,yes,Amazon.com,www.grsmvt.cn,,
6338,8021285,https://prepaidserviceedd.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021285,2023-01-31T03:42:19+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,prepaidserviceedd.web.app,,
6346,8021277,https://browser-wallet.com/metamask/,http://www.phishtank.com/phish_detail.php?phish_id=8021277,2023-01-31T03:41:20+00:00,yes,2023-01-31T03:51:57+00:00,yes,Other,browser-wallet.com,,
6358,8021265,https://ressource-connexion.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021265,2023-01-31T03:40:04+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,ressource-connexion.web.app,,
6359,8021264,https://ressource-connexion.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021264,2023-01-31T03:39:57+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,ressource-connexion.firebaseapp.com,,
6360,8021263,https://amazom.gatdtn.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8021263,2023-01-31T03:39:56+00:00,yes,2023-01-31T03:42:23+00:00,yes,Amazon.com,amazom.gatdtn.cn,,
6361,8021262,https://roundcube000mondy01.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021262,2023-01-31T03:39:49+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,roundcube000mondy01.web.app,,
6362,8021261,https://roundcube000mondy01.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021261,2023-01-31T03:39:42+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,roundcube000mondy01.firebaseapp.com,,
6371,8021251,https://samskre-4ce23.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021251,2023-01-31T03:38:42+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,samskre-4ce23.web.app,,
6372,8021250,https://samskre-4ce23.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021250,2023-01-31T03:38:35+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,samskre-4ce23.firebaseapp.com,,
6375,8021247,https://www2-anmmo1anp.cyou/,http://www.phishtank.com/phish_detail.php?phish_id=8021247,2023-01-31T03:38:20+00:00,yes,2023-01-31T03:42:23+00:00,yes,Amazon.com,www2-anmmo1anp.cyou,,
6376,8021246,https://smashdorlayert.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021246,2023-01-31T03:38:15+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,smashdorlayert.web.app,,
6377,8021245,https://smashdorlayert.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021245,2023-01-31T03:38:09+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,smashdorlayert.firebaseapp.com,,
6378,8021244,https://smespacnbit-infofr.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021244,2023-01-31T03:38:01+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,smespacnbit-infofr.web.app,,
6379,8021243,https://smespacnbit-infofr.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021243,2023-01-31T03:37:55+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,smespacnbit-infofr.firebaseapp.com,,
6383,8021239,https://zimbra-mail-3255f.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021239,2023-01-31T03:37:17+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,zimbra-mail-3255f.web.app,,
6384,8021238,https://zimbra-mail-3255f.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021238,2023-01-31T03:37:11+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,zimbra-mail-3255f.firebaseapp.com,,
6390,8021232,https://jpmodafeminina.com.br/redirecttion/cicprince,http://www.phishtank.com/phish_detail.php?phish_id=8021232,2023-01-31T03:36:36+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,jpmodafeminina.com.br,,
6391,8021231,https://ho4b5pwjxu63b30d507879d.bolags.ru/,http://www.phishtank.com/phish_detail.php?phish_id=8021231,2023-01-31T03:36:29+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,ho4b5pwjxu63b30d507879d.bolags.ru,,
6392,8021230,http://cf78105.tw1.ru/,http://www.phishtank.com/phish_detail.php?phish_id=8021230,2023-01-31T03:36:23+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,cf78105.tw1.ru,,
6393,8021229,https://hungry-cori.62-210-144-247.plesk.page/,http://www.phishtank.com/phish_detail.php?phish_id=8021229,2023-01-31T03:36:16+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,hungry-cori.62-210-144-247.plesk.page,,
6398,8021224,https://postbank.meine-sicherheitshinweis.de/,http://www.phishtank.com/phish_detail.php?phish_id=8021224,2023-01-31T03:35:55+00:00,yes,2023-01-31T03:42:23+00:00,yes,Other,postbank.meine-sicherheitshinweis.de,,
6399,8021222,https://gloomydecisivethings--jumpac66.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021222,2023-01-31T03:28:10+00:00,yes,2023-01-31T03:33:14+00:00,yes,Other,gloomydecisivethings--jumpac66.repl.co,,
6400,8021221,https://account.heiroot.com/jp.php,http://www.phishtank.com/phish_detail.php?phish_id=8021221,2023-01-31T03:28:03+00:00,yes,2023-01-31T03:33:14+00:00,yes,Amazon.com,account.heiroot.com,,
6401,8021220,https://gloomydecisivethings.jumpac66.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021220,2023-01-31T03:25:37+00:00,yes,2023-01-31T03:33:14+00:00,yes,Other,gloomydecisivethings.jumpac66.repl.co,,
6403,8021218,https://somecalmnotif--negroengrbrac.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021218,2023-01-31T03:23:10+00:00,yes,2023-01-31T03:33:14+00:00,yes,Other,somecalmnotif--negroengrbrac.repl.co,,
6404,8021217,https://somecalmnotif.negroengrbrac.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021217,2023-01-31T03:21:08+00:00,yes,2023-01-31T03:23:03+00:00,yes,Other,somecalmnotif.negroengrbrac.repl.co,,
6405,8021216,https://insubstantialagitatedrout--negroyblanco.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021216,2023-01-31T03:20:48+00:00,yes,2023-01-31T03:23:03+00:00,yes,Other,insubstantialagitatedrout--negroyblanco.repl.co,,
6406,8021215,https://www.gelegancenailboutique.com/jp,http://www.phishtank.com/phish_detail.php?phish_id=8021215,2023-01-31T03:18:59+00:00,yes,2023-01-31T03:23:03+00:00,yes,Amazon.com,www.gelegancenailboutique.com,,
6407,8021214,https://insubstantialagitatedrout.negroyblanco.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021214,2023-01-31T03:18:21+00:00,yes,2023-01-31T03:23:03+00:00,yes,Other,insubstantialagitatedrout.negroyblanco.repl.co,,
6408,8021213,https://8--fuapp3.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021213,2023-01-31T03:13:01+00:00,yes,2023-01-31T03:23:03+00:00,yes,Other,8--fuapp3.repl.co,,
6409,8021212,https://webbedtemporalke--rojorojorojo.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8021212,2023-01-31T03:12:41+00:00,yes,2023-01-31T03:23:03+00:00,yes,Other,webbedtemporalke--rojorojorojo.repl.co,,
6410,8021211,https://webbedtemporalke.rojorojorojo.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8021211,2023-01-31T03:10:59+00:00,yes,2023-01-31T03:13:08+00:00,yes,Other,webbedtemporalke.rojorojorojo.repl.co,,
6411,8021210,https://8.fuapp3.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021210,2023-01-31T03:10:31+00:00,yes,2023-01-31T03:13:08+00:00,yes,Other,8.fuapp3.repl.co,,
6412,8021209,https://eth-minningpool.top/,http://www.phishtank.com/phish_detail.php?phish_id=8021209,2023-01-31T03:10:03+00:00,yes,2023-01-31T03:13:08+00:00,yes,Other,eth-minningpool.top,,
6413,8021208,https://eth-miningpool.net/,http://www.phishtank.com/phish_detail.php?phish_id=8021208,2023-01-31T03:09:54+00:00,yes,2023-01-31T03:13:08+00:00,yes,Other,eth-miningpool.net,,
6414,8021207,https://truthfulurbanabil--ververdevdre.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021207,2023-01-31T03:04:56+00:00,yes,2023-01-31T03:13:08+00:00,yes,Other,truthfulurbanabil--ververdevdre.repl.co,,
6415,8021206,https://simplisticmistyrosefolder--jummpamm.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021206,2023-01-31T03:04:49+00:00,yes,2023-01-31T03:13:08+00:00,yes,Other,simplisticmistyrosefolder--jummpamm.repl.co,,
6416,8021205,https://grabnow.life,http://www.phishtank.com/phish_detail.php?phish_id=8021205,2023-01-31T03:03:13+00:00,yes,2023-01-31T03:13:08+00:00,yes,Other,grabnow.life,,
6417,8021204,https://simplisticmistyrosefolder.jummpamm.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021204,2023-01-31T03:02:14+00:00,yes,2023-01-31T03:13:08+00:00,yes,Other,simplisticmistyrosefolder.jummpamm.repl.co,,
6418,8021203,https://truthfulurbanabil.ververdevdre.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021203,2023-01-31T03:01:27+00:00,yes,2023-01-31T03:04:38+00:00,yes,Other,truthfulurbanabil.ververdevdre.repl.co,,
6419,8021202,https://www.gettestosteroneonline.com/jp,http://www.phishtank.com/phish_detail.php?phish_id=8021202,2023-01-31T02:58:57+00:00,yes,2023-01-31T03:04:38+00:00,yes,Amazon.com,www.gettestosteroneonline.com,,
6420,8021201,https://plus-nhrk.tbxu.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8021201,2023-01-31T02:58:27+00:00,yes,2023-01-31T03:04:38+00:00,yes,Other,plus-nhrk.tbxu.cn,,
6421,8021199,http://pckexlxsio.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=8021199,2023-01-31T02:55:48+00:00,yes,2023-01-31T03:04:38+00:00,yes,Apple,pckexlxsio.duckdns.org,,
6422,8021198,https://dbspayment.xyz,http://www.phishtank.com/phish_detail.php?phish_id=8021198,2023-01-31T02:49:50+00:00,yes,2023-01-31T02:51:46+00:00,yes,Other,dbspayment.xyz,,
6424,8021195,https://paraisolapinha.com/we3/Office%20latest%20scampage/,http://www.phishtank.com/phish_detail.php?phish_id=8021195,2023-01-31T02:28:25+00:00,yes,2023-01-31T02:41:42+00:00,yes,Other,paraisolapinha.com,,
6425,8021194,https://practical-sammet.31-192-236-39.plesk.page/posSDomén4785/Waer74CRI/région008.php,http://www.phishtank.com/phish_detail.php?phish_id=8021194,2023-01-31T02:28:19+00:00,yes,2023-01-31T02:33:04+00:00,yes,Other,practical-sammet.31-192-236-39.plesk.page,,
6433,8021186,https://bafybeibe2kr42fymkitrpn4mnurc34rz3a6iwb3g572mq747bntay5rpy4.ipfs.dweb.link/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8021186,2023-01-31T02:26:56+00:00,yes,2023-01-31T02:33:04+00:00,yes,Other,bafybeibe2kr42fymkitrpn4mnurc34rz3a6iwb3g572mq747bntay5rpy4.ipfs.dweb.link,,
6434,8021185,https://renner.agenciapmc.com.br/?gclid=EAIaIQobChMIiai6m9Xw_AIVk4rICh2HSgm3EAAYASAAEgJ-Y_D_BwE,http://www.phishtank.com/phish_detail.php?phish_id=8021185,2023-01-31T02:25:31+00:00,yes,2023-01-31T04:12:51+00:00,yes,Other,renner.agenciapmc.com.br,,
6435,8021184,https://kr-metemask.net/,http://www.phishtank.com/phish_detail.php?phish_id=8021184,2023-01-31T02:24:56+00:00,yes,2023-01-31T02:41:42+00:00,yes,Other,kr-metemask.net,,
6436,8021182,https://www.wadiap.org/m&t/php/,http://www.phishtank.com/phish_detail.php?phish_id=8021182,2023-01-31T02:23:55+00:00,yes,2023-01-31T02:33:04+00:00,yes,Other,www.wadiap.org,,
6437,8021181,https://my-ts3card-com.4618393.com/?my.ts3card.com/32.eqztxoqpn,http://www.phishtank.com/phish_detail.php?phish_id=8021181,2023-01-31T02:22:09+00:00,yes,2023-01-31T02:33:04+00:00,yes,Other,my-ts3card-com.4618393.com,,
6440,8021178,https://bafybeicznlmfltnnen4qrykle5rr573xmpcfbkqmf63b4jm3astu4lf7uy.ipfs.dweb.link/,http://www.phishtank.com/phish_detail.php?phish_id=8021178,2023-01-31T02:21:36+00:00,yes,2023-01-31T02:33:04+00:00,yes,Other,bafybeicznlmfltnnen4qrykle5rr573xmpcfbkqmf63b4jm3astu4lf7uy.ipfs.dweb.link,,
6442,8021176,https://bafybeibbnm7ynx6towdcz7ehwp3xyinfg77uzdrbnwhe2hjvaxcbogz4ha.ipfs.dweb.link/,http://www.phishtank.com/phish_detail.php?phish_id=8021176,2023-01-31T02:21:22+00:00,yes,2023-01-31T02:33:04+00:00,yes,Other,bafybeibbnm7ynx6towdcz7ehwp3xyinfg77uzdrbnwhe2hjvaxcbogz4ha.ipfs.dweb.link,,
6443,8021173,https://my-ts3card-com.900wwj.com/?my.ts3card.com/kf42c4.b4jwc,http://www.phishtank.com/phish_detail.php?phish_id=8021173,2023-01-31T02:19:41+00:00,yes,2023-01-31T02:22:47+00:00,yes,Other,my-ts3card-com.900wwj.com,,
6445,8021159,http://www.maispontos.omastercredi.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021159,2023-01-31T01:57:02+00:00,yes,2023-01-31T04:12:51+00:00,yes,Other,www.maispontos.omastercredi.com,,
6447,8021157,https://visualize-detalhes-online.com/luiza/?userID=13&amp;uri=xuDBvBjyTDk,http://www.phishtank.com/phish_detail.php?phish_id=8021157,2023-01-31T01:50:29+00:00,yes,2023-01-31T02:04:04+00:00,yes,Other,visualize-detalhes-online.com,,
6451,8021149,http://maispontos.omastercredi.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021149,2023-01-31T01:37:05+00:00,yes,2023-01-31T04:12:51+00:00,yes,Other,maispontos.omastercredi.com,,
6455,8021137,https://ww-acesson-simplificado2023.blogspot.com/?gclid=EAIaIQobChMI9ZOG2Y_w_AIVCDaRCh0Alwj8EAAYASAAEgLg7fD_BwE,http://www.phishtank.com/phish_detail.php?phish_id=8021137,2023-01-31T01:03:19+00:00,yes,2023-01-31T01:12:44+00:00,yes,Other,ww-acesson-simplificado2023.blogspot.com,,
6458,8021128,http://876545332156rcvry.rf.gd/,http://www.phishtank.com/phish_detail.php?phish_id=8021128,2023-01-31T00:50:26+00:00,yes,2023-01-31T01:04:44+00:00,yes,Facebook,876545332156rcvry.rf.gd,,
6459,8021126,http://app-klocra.r4gm8b3lqv-ypj68pdzo3l2.p.temp-site.link/,http://www.phishtank.com/phish_detail.php?phish_id=8021126,2023-01-31T00:49:39+00:00,yes,2023-01-31T00:52:00+00:00,yes,Facebook,app-klocra.r4gm8b3lqv-ypj68pdzo3l2.p.temp-site.link,,
6460,8021125,https://faturaonlineluiza.com/mensagem.php,http://www.phishtank.com/phish_detail.php?phish_id=8021125,2023-01-31T00:46:38+00:00,yes,2023-01-31T04:22:57+00:00,yes,Other,faturaonlineluiza.com,,
6462,8021118,https://wwacessorapido-portalcliente.blogspot.com/?gclid=EAIaIQobChMI7uDfz-Pv_AIV0hitBh0CWAUdEAAYASAAEgJvyPD_BwE,http://www.phishtank.com/phish_detail.php?phish_id=8021118,2023-01-31T00:34:23+00:00,yes,2023-01-31T00:42:10+00:00,yes,Other,wwacessorapido-portalcliente.blogspot.com,,
6464,8021109,https://www.sugarmamyprice.entrydns.org/?verify,http://www.phishtank.com/phish_detail.php?phish_id=8021109,2023-01-31T00:21:56+00:00,yes,2023-01-31T00:33:24+00:00,yes,Amazon.com,www.sugarmamyprice.entrydns.org,,
6472,8021090,https://bafybeighvwsukzi2wby4hpsfjsz7pop6wm4fu5pugr5of6fp6vlibws2n4.ipfs.dweb.link/,http://www.phishtank.com/phish_detail.php?phish_id=8021090,2023-01-31T00:06:33+00:00,yes,2023-01-31T00:13:01+00:00,yes,Other,bafybeighvwsukzi2wby4hpsfjsz7pop6wm4fu5pugr5of6fp6vlibws2n4.ipfs.dweb.link,,
6473,8021089,https://bafybeifd4mktenvllaksaygftbrgrjm33lfwogt3lu5afxwrmahrfryyve.ipfs.dweb.link/,http://www.phishtank.com/phish_detail.php?phish_id=8021089,2023-01-31T00:06:25+00:00,yes,2023-01-31T00:13:01+00:00,yes,Other,bafybeifd4mktenvllaksaygftbrgrjm33lfwogt3lu5afxwrmahrfryyve.ipfs.dweb.link,,
6475,8021087,https://bafybeicholtedqm7dojbjuk6s6np6q6qrgm45pz7a636d6gfbelv73w2le.ipfs.dweb.link/,http://www.phishtank.com/phish_detail.php?phish_id=8021087,2023-01-31T00:06:12+00:00,yes,2023-01-31T00:13:01+00:00,yes,Other,bafybeicholtedqm7dojbjuk6s6np6q6qrgm45pz7a636d6gfbelv73w2le.ipfs.dweb.link,,
6479,8021083,http://mmbcconsulting.co.za/a-ionos/,http://www.phishtank.com/phish_detail.php?phish_id=8021083,2023-01-31T00:05:45+00:00,yes,2023-01-31T00:13:01+00:00,yes,Other,mmbcconsulting.co.za,,
